"","Andong","Ansan","Anseong","Boeun","Boryeong","Bosung","Buan","Busan","Buyeo","Changnyeong","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungdo","Chungju","Chungyang","Daegu","Daejeon","Damyang","Dangjin","Danyang","Donghae","Euisung","Euiwang","Eumsung","Gangjin","Gangneung","Gapyeong","Geochang","Geumsan","Gimcheon","Gimhae","Gimje","Gochang","Goesan","Goheung","Gokseong","Gongju","Goryeong","Gosung","Gumi","Gunpo","Gunsan","Gunwi","Gurye","Gwangjoo","Gwangju","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hamyang","Hapcheon","Hoengsung","Hongcheon","Hongsung","Hwaseong","Iksan","Imsil","Jangheung","Jangsu","Jangsung","Jecheon","Jeongeup","Jeongju","Jinan","Jincheon","Jinju","Milyang","Muan","Muju","Munkyeong","Naju","Namwon","Namyangju","Nonsan","Okchun","Osan","Pohang","Pyeongchang","Pyeongtaek","Sacheon","Sancheong","Sangju","Sejong","Seocheon","Seosan","Seoul","Siheung","Sunchang","Suncheon","Sungju","Suwon","Tongyeong","Ulsan","Wanju","Wonju","Yangpyeong","Yangsan","Yangyang","Yechun","Yeoju","Yeongam","Yeongchun","Yeongdong","Yeonggwang","Yeongju","Yesan","Yicheon","Yongin"
"Goheung",0,2,0,0,2,1294,2,16,0,0,5,1,2,1,0,0,3,0,4,12,3,0,0,0,0,0,0,22,1,0,0,0,1,32,0,6,0,1731,18,0,0,0,0,0,2,0,0,2,24,32,3,1,0,2,17,0,0,0,0,1,0,3,6,0,22,0,3,0,4,5,0,1,6,0,3,0,0,0,4,0,0,0,1,1,1,1,2,0,2,0,1,0,21,1,0,1314646,0,4,1,0,9,0,0,4,0,0,2,42,0,0,0,0,0,1,3
"Gokseong",51,506,82,14,1356,50,4920,8194,216,330,2256,65,48,78,22,3,447,41,674,1294,112440,1216,12,2,9,10,80,3,26,0,97,29,38,6432,1633,11966,1,8,138665,2061,19,640,62,108,3848,9,149,133,2157381,51245,168,44,75,4793,11601,301,94,6,10,9,576,1258,310,92,8,4,24803,27,11345,2021,5,64,3855,10,834,68,6,3,582,0,204,19,55,120,5,605,4499,154,41,564,533,1399,4612,2109,819,319343,27,75,2752,3585,865,32,8,3067,8,0,38,12,61,5,6961,23,1041,99,13
"Gongju",57,15216,31952,2483,10354,2,26995,10211,104957,1723,907,108005,3128,2271,278,427,17304,29887,25684,622242,1511,81244,304,150,13,918,1316,7,364,1,330,16019,10352,3287,8987,17694,42,2,215,244133,305,644,12888,3585,131386,14,3645,425,55401,25101,5902,3868,3406,981,5726,4528,2053,23,162,200,628,58571,23790,6716,1,661,10059,1098,8569,39109,1369,2102,2950,2116,55455,5434,43,128,3063,6,39039,18604,49907,5251,94,31827,1740,1816,5144,268027,66026,71579,292931,51347,872,6662,1248,58405,2296,10721,21051,602,161,3994,157,2,584,4,2587,4561,9510,221,273830,1258,3937
"Goryeong",19513,1044,1330,797,6,0,147,5991,26,8767,2167,3064,34161,5404,1565,553,3551,40,1109867,5978,1553,405,7190,23,4794,88,1333,0,844,11,84675,629,38872,6309,233,660,4515,0,24,556,648,39,37823,404,50,4894,186,1653,9591,1076,11547,32964,85,217,8471,6,7949,45217,511,1367,1,1891,1906,166,0,822,343,4052,489,2158,667,479,459,511,57,526,3038,0,5884,4,490,535,2089,41317,346,1389,409,1770,14163,978,18,373,18864,2272,1163,326,37081,3316,192,8318,5097,2455,1800,1481,436,589,1601,0,28240,1007,225,8276,732,1194,1021
"Gosung",244,809,2765,41,5,1,362,4990,17,1522,3098,4588,398,277,150,6,5577,17,6010,17304,1009,2241,125,6,78,47,616,0,83,1,7668,2781,364,5623,290,678,124,1,766,1406,84,432287,586,225,36,49,500,1775,12022,54571,393,272,315,31952,21346,6,9928,122,43,99,6,3907,3015,184,0,846,366,161,634,7715,894,641,343468,14,23,4077,44,0,3436,1,886,64,3305,590,25,2621,51642,37650,222,2259,5,1109,33855,4074,637,8336,229,4019,1605411,2211,8914,235,85,1471,68,14,547,4,320,6,233,199,1366,610,676
"Gumi",1856,24210,39888,20922,2250,0,612,138160,4751,41876,13552,146413,571378,51170,2677,33251,174910,3254,5001533,322737,2637,16777,468,354,456,2019,19796,0,1696,11,10734,3996,777546,45011,2445,1064,37859,1,62,14963,36988,512,311254,9684,4876,412,523,31250,36895,23038,157777,244341,4022,5851,156329,120,3703,1368,848,1708,186,64752,25381,344,1,241,1681,4606,6657,31931,264,11069,13146,69065,1908,187,28940,1,7110,2,16366,31505,80475,241993,942,50491,13178,2514,221727,30668,3200,27170,323536,59166,1911,2872,36238,74753,4983,186144,10034,3029,20650,112860,1188,78,21346,0,151519,73756,854,679,25509,22555,21992
"Gunpo",11176,696211,72973,1365,11726,0,4581,10437,4452,2168,1258,44100,4703,37970,879,541,28291,1329,28876,44391,163,50945,12152,18408,312,121267,70990,0,35261,4,265,1738,2848,5384,1290,3307,8516,1,58,11882,326,451,8171,41608,17591,263,55,5582,5410,319,7789,2188,677,141,10364,992,912,34,24686,3044,8916,206266,253,73,0,271,2255,27766,94,486,21,9497,2132,2887,13395,1107,5567,36,178,15,359,4570,37630,4815,14874,90464,889,774,25826,3840,6863,25109,2202613,1564755,14,143,988,1619672,1126,9989,193,104603,1335,7728,9720,450,87034,0,2356,640,1913,19078,13630,209555,639629
"Gunsan",55,67507,33406,1611,627733,4,140008,890,153739,110,94,103553,676,5261,481,54,20408,19090,3397,83113,11804,90612,1085,370,7,3700,2651,5,1876,2,7,339,1507,350,13458,185309,96,0,4230,144973,16,24,3633,15259,37162,9,61,631,380616,1094,1079,414,73,221,584,35670,35,0,341,331,132609,176322,83,26,3,22,54141,3861,214,182,28,3996,114,275,213768,125,38,692,139,4,115,1421,50010,1162,179,105911,121,36,5436,136779,161817,206463,608624,224685,206,8594,157,61364,99,1174,156,1146,253,304,274,2,1226,2,566,426,53107,513,26051,3843,4113
"Gunwi",75266,387,493,12,6,0,20,5351,16,3731,839,94,165010,2108,5312,1689,104,7,704589,520,216,29,59812,35,17020,21,732,0,601,304,1982,9,301,2346,13,83,21,0,5,13,4818,22,353,230,11,163,25,718,2604,1424,4108,10662,10,205,9072,2,470,196,1655,1969,2,462,91,28,0,79,63,15455,55,257,57,158,542,4203,13,22,10,0,496,237,20,42,408,3029,481,615,568,190,44,26,35,34,6069,925,137,151,303,1242,162,5612,589,10658,753,4908,263,3076,492,0,2250,57,37,36553,83,424,617
"Gurye",341,2665,1309,201,35,7,1774,2832,22,248,1012,643,349,1382,303,22,8457,150,7159,24913,19752,17437,103,30,74,37,778,1,238,3,1401,562,358,2896,74,3530,29,10,277,41000,367,393,596,262,45,19,6642,1527,201210,152210,302,218,1441,4581,6181,53,1474,97,242,220,41,4864,10422,15060,3,37,4752,431,2948,28129,113,1000,3994,13,150,697,55,0,46494,1,4983,328,494,976,81,4858,3348,648,567,12176,35,9800,21553,9005,17179,52685,208,690,1419,2484,66406,428,254,517,117,21,502,6,335,18,2477,202,21990,1235,125
"Gwangjoo",21156,3593,372643,8827,520,1,172,34274,378,5981,4087,4023,10644,114427,958,1786,261592,108,94286,159677,656,1161,21875,28683,790,1637,358620,0,58977,33,801,7757,12325,17165,2079,201,22021,3,135,832,1562,1267,28781,5560,1059,742,1539,525845,26694,9157,16117,7659,3667,1280,26433,83,4386,62,38867,1260,316,12825,11550,2670,1,2406,4572,55044,8040,15734,731,87600,7421,8890,1280,5727,14125,0,2350,126,7693,13092,11294,13654,21512,5713,4805,3354,65849,1205,327,912,6988484,4705,401,2631,4435,31941,4873,24859,8919,202981,742,20724,12907,1080,220972,0,6918,3225,209,29934,481,826148,75951
"Gwangju",22515,67823,21229,4979,81051,594,271168,164508,21909,9735,38487,14466,22935,34395,7313,911,159241,5748,313377,526949,1228194,237045,4300,2516,4135,1563,17729,113,8753,9,49632,11962,17655,120825,407102,842505,767,57,2207435,486778,10021,11913,33199,10911,381880,2398,201760,26378,1724218,545916,34015,20904,30390,64750,179907,1062810,45928,2733,3434,6763,36558,132819,176262,72611,149,1477,946622,14963,810780,461878,2726,29091,71125,758,4361141,39994,798,491775,588665,13,94481,11208,8008,58876,3066,107501,64768,28797,16085,175991,28658,177240,488093,239556,600205,2456788,16638,11722,51473,54512,722872,13430,4072,40104,4426,655,17981,329,27435,3076,42324,10807,256362,39829,2310
"Gwangyang",11101,18778,8989,2085,1162,1049,4805,466860,169,31572,111342,5987,16271,14007,2521,154,68571,1046,187730,169418,32177,122316,12469,352,2351,264,10718,467,2560,7,14717,9986,14717,289820,657,9754,987,1300,44567,286717,1262,48620,23629,1829,825,1347,144130,9860,478948,964621,44966,11802,9289,392409,491824,186,13542,519,1489,2512,582,33945,78959,64040,335,873,26711,6499,13680,222163,598,14095,357005,387,250,18057,1234,0,153393,5,35250,4439,2980,51380,858,34048,360635,30406,7602,85672,379,69102,134231,62989,25314,963532,7102,4266,137946,189638,538974,4861,1598,79625,1296,458,5625,1274,12493,247,6911,7666,153958,10618,809
"Gyeongju",42123,22620,17456,4661,484,3,692,1232430,2041,6640,132571,78808,169931,20556,8023,27585,54280,1339,1821818,109105,4796,9328,10416,39,6413,1130,12425,0,336,278,16913,1183,49076,496287,817,1636,16425,1,139,7101,11907,278,159247,5030,2202,4212,251,16400,33921,48463,208709,325385,2002,14482,16190,74,4253,1739,2448,3061,33,34999,14003,317,1,997,2051,10842,1777,12255,1386,7074,21479,84416,1153,545,8385,1,6717,168,5784,14797,29283,5728,796,32060,15294,1764,26450,14955,1118,17684,207525,43147,2059,5431,1745,40257,530,775553,22505,16672,12992,653787,241,2113,13209,3,190499,10443,1286,20466,18011,9211,17240
"Gyeongsan",46775,9213,8821,2280,245,0,193,78472,622,18611,863,29771,398825,11700,2410,15662,21515,784,4241181,41822,1456,3369,4036,15,13408,383,8434,0,447,78,19888,633,60915,11391,462,919,6945,1,33,2992,34731,273,249621,2395,604,12425,142,8415,22685,9449,330519,5813,764,2336,27327,19,3065,1614,880,1283,19,12230,5294,201,0,536,1284,5566,1441,7186,637,5281,4683,82584,270,314,4335,0,4723,50,3867,6175,9482,14975,381,16875,5758,1469,23025,4810,334,3384,63243,15068,1198,1237,5077,13032,649,232158,8062,4864,3822,64408,321,1574,3987,0,332240,6330,325,18737,6887,6727,4863
"Gyeryong",51,1585,6664,1484,100,3,7,2789,70,676,329,11610,1335,7558,1379,162,63280,216,13574,401542,922,3991,507,603,9,58,5284,0,2220,0,188,17205,3371,1520,3966,123,26,1,88,4011,63,462,4255,276,36,8,1518,3700,32236,11272,1908,768,7834,488,5576,64,843,17,364,1214,26,5076,42944,3976,0,634,5688,1745,17570,44882,1233,6538,4299,640,1384,5097,39,0,2019,0,76310,11728,5607,3026,200,2961,1572,932,18110,10172,98,3372,44205,4253,334,2303,370,6841,896,2694,26517,1997,458,2292,382,0,1491,0,995,2741,185,284,7664,3763,1216
"Hadong",2000,990,1555,133,329,29,1214,180032,12,19050,64185,2050,3260,691,367,49,5384,38,61401,15873,4990,4394,5357,15,494,65,516,6,236,1,6675,3772,2728,166435,110,1894,420,25,4711,10127,197,31844,4444,168,239,202,4377,1477,58125,342388,16407,2564,506,142037,364454,15,8373,175,138,279,118,3362,2584,1807,10,1261,1148,1185,1774,60816,443,695,697908,158,26,3539,268,1,5090,0,1368,151,1806,7846,61,2037,362041,25330,1087,3645,120,2554,23848,3644,1052,84701,1989,2376,60449,49353,16096,546,193,37932,129,76,337,34,2227,23,898,1124,5462,710,372
"Haman",51898,21404,28773,6658,95,18,4929,593528,496,956595,590902,73796,83482,31053,9927,107,63363,549,1252027,150884,15306,13696,15834,158,12198,2102,13960,8,3907,103,94877,13858,86828,758083,3163,8670,27052,14,11740,9817,7463,17016,132581,10333,1066,8216,6417,23960,163670,456495,13514,25436,5120,348346,6855587,116,74181,8010,3141,7177,74,39088,34101,2726,10,6499,6588,17515,8764,402632,9124,7572,1757552,518,715,20843,13114,5,27931,59,8911,8546,36619,31791,1790,40159,849153,174440,46907,20118,244,18386,332728,60654,6807,86784,65509,52411,30868,91451,96101,16277,19471,121518,3092,2399,19704,17,29013,8712,4281,28591,16148,14695,17571
"Hampyeong",8,2566,1647,28,3442,17,19521,98,1655,14,23,4071,23,90,35,2,414,337,218,1144,495,2765,15,7,3,351,59,19,21,0,42,40,36,35,10675,41135,1,0,764,5561,16,1,55,905,37490,1,294,56,1042807,166,31,21,52,20,110,7717,78,2,10,17,1673,9563,154,251,17,1,834,41,308,363,57,56,26,8,399988,26,0,24731,722,0,71,25,2395,45,3,4622,28,73,49,1862,2138,2766,39169,9835,407,363,15,3061,31,45,708,37,21,15,10,1,57,22,18,13,15120,7,693,77,213
"Hamyang",1953,6007,11045,84,5,5,350,29637,24,6592,11031,13651,2920,1391,463,246,18311,58,86949,77972,6088,2195,368,26,460,223,1563,0,381,2,82120,18904,1436,31416,2321,1443,171,2,97,3759,8811,10939,3095,949,61,326,1344,5298,47700,15904,4104,2789,774,8382,76234,54,174493,1950,165,415,10,11656,19015,807,2,41376,1213,586,3526,27734,16640,2538,125367,401,169,28369,206,0,68673,3,4031,285,13192,4855,97,6681,38534,66029,1031,7213,18,1696,92302,11101,7957,3935,3326,17344,18965,6929,63508,862,381,5954,145,53,1168,0,3171,21,592,924,3453,3136,1350
"Hapcheon",2025,112,449,100,1,0,95,12375,3,16559,4897,530,4316,476,125,282,714,4,359337,2403,1075,111,268,5,571,7,171,0,73,3,64099,342,3613,13068,83,257,305,0,14,183,145742,286,3937,86,6,839,235,283,7853,1692,5243,4460,52,410,29078,1,5133,193,43,68,0,325,809,69,0,356,161,346,236,1047,579,81,1593,591,29,310,203,0,4333,2,197,66,385,6406,22,322,1244,3293,1155,213,0,100,3861,449,829,536,6953,674,1081,6310,3495,230,334,2030,41,55,271,0,5075,133,76,727,191,168,186
"Hoengsung",8670,24741,29264,418,432,1,51,4399,143,917,380,2997,4770,1506,637174,318,16665,37,19040,17468,293,1237,10099,172134,1297,4546,16279,0,482741,43907,223,712,344,1257,255,51,445,0,11,270,519,40,794,30728,375,2437,179,42202,3952,1172,2520,822,417,118,4012,13,261,17,209237,94547,236,21506,1853,271,1,93,496,45295,1345,2340,49,5209,463,1762,354,318,209,0,184,138931,1320,606,12168,1478,241887,5273,332,130,1188,263,121,974,483647,69319,137,299,314,145987,194,5588,1622,705401,12299,4314,54616,935,63759,0,931,142,45,12687,389,46066,82576
"Hongcheon",10926,2167,22885,690,281,0,56,4871,136,1226,653,1582,6525,1832,2018174,400,24264,29,31446,30926,141,681,10462,1262,1676,435,13805,0,2900,135485,339,933,586,1535,412,44,536,1,14,233,1630,68,1463,2966,382,2710,230,1099,6845,2455,2975,1251,1536,211,7770,30,360,22,91990,31756,140,6049,2823,383,0,167,995,39033,1345,4017,85,5084,1389,2657,405,390,270,0,352,514423,1453,1359,4105,1900,947,2506,642,298,1659,341,116,594,2136865,3456,93,786,432,24884,424,5436,2078,366290,32280,4648,400,1436,29535,1,846,226,51,13334,292,21261,34309
"Hongsung",361,25120,26971,65,176784,0,13062,117,774,33,16,795,41,7441,200,7,1599,29,599,4227,1156,118583,561,172,1,13778,5776,3,386,3,5,94,156,43,4303,6066,223,0,658,947,6,0,252,14711,123754,2,23,241,32096,451,101,30,30,91,100,1493,21,0,195,181,8974,140648,30,9,2,7,2947,2614,13,58,2,3246,19,38,17017,35,90,73,20,0,142,112,3632,109,100,177652,51,9,330,2290,49420,91176,384415,114118,49,2915,17,20341,38,171,31,981,195,69,146,10,937,2,48,44,2995,823,2346,1410,1588
"Hwaseong",29776,511413,2292506,59620,359402,7,148458,129050,154727,22294,13930,2463358,29977,201921,3340,5037,907204,44905,265369,1084648,8556,1748233,43494,21780,1214,56753,436270,63,37858,10,5531,52078,67297,44699,43134,103811,15022,3,3078,407073,4280,8611,122077,117002,662708,1153,2685,15826,278305,17893,69406,23979,22262,4841,104280,31173,28727,194,25965,6940,255546,1862358,15787,4717,6,12656,45699,98230,6144,28842,1344,583015,51916,23374,403593,41294,9902,1517,7319,47,24927,63868,805200,43318,18343,3698912,30464,21357,106088,134624,199768,868682,9102422,1392855,713,9056,13586,1541040,37586,106219,14182,108044,4869,57537,13682,1554,107057,28,28400,21759,67308,49213,360017,310301,600537
"Iksan",328,16598,9930,3938,195,5,34,42502,176,3235,8708,5642,7074,19851,3170,212,126416,937,48582,627625,2177,108523,2298,1355,178,226,12811,0,3332,1,2708,10822,13522,22934,66546,748,181,5,318,255172,1996,4286,25422,1610,164,47,13071,12193,167328,85754,14543,4596,42055,3095,36919,252,19163,347,1808,2696,209,30100,28406,59254,0,44481,29956,9514,98255,111345,50074,26256,18279,565,3376,34695,108,3,21541,4,74938,12748,2830,10380,1276,30400,10161,16137,21205,87957,152,60884,129840,55654,1272,20327,2339,3988,10031,20336,170023,6429,1904,9077,1538,6,8409,2,6581,4801,754,1685,136893,17457,863
"Imsil",178,4890,2311,655,51,4,129,1994,42,287,547,1316,246,3302,466,14,15201,271,3710,57454,6493,31874,134,92,57,71,2178,1,424,0,514,270,293,1504,279,3218,25,4,136,74935,186,224,307,485,37,16,16008,2917,79164,74606,344,184,4218,1673,2807,57,919,50,270,381,58,8880,58146,44331,7,172,3260,997,538,226279,1682,2932,1215,15,210,300,3,0,36672,4,14901,686,847,701,128,8839,1108,863,981,23045,39,17885,39915,16501,9310,18097,160,1267,731,892,458960,892,396,371,208,6,2490,2,403,66,631,75,40197,2502,220
"Jangheung",0,1,0,0,0,162467,2,3,0,0,1,0,0,2,0,0,2,0,3,7,2,0,1,0,0,0,0,19384,0,0,0,0,0,9,0,8,0,10,13,0,0,0,1,0,4,0,1,1,54,12,4,0,0,1,8,1,0,0,0,0,0,1,2,0,11161,0,1,1,0,4,0,1,4,0,51,1,0,0,3,0,0,0,1,5,0,0,3,1,1,1,1,0,19,2,0,282062,0,1,3,1,4,0,0,1,0,0,0,197846,0,0,0,0,0,0,1
"Jangsu",461,1399,3793,57,10,2,7,5618,12,812,1374,5156,241,1037,199,37,9478,33,12817,53865,129,1182,76,43,106,69,1302,0,168,0,1936,23182,98,5091,4330,31,7,1,6,2669,898,1088,168,305,23,74,36,2914,1811,1066,979,559,456,787,7818,3,43823,131,71,168,2,5940,42050,209,0,524,241,431,5572,33810,30253,1311,7184,60,37,100621,6,0,1734,0,3398,196,5273,1332,57,3130,3661,7935,218,3296,9,691,37867,5022,227,246,635,5650,3007,1639,285840,291,206,1166,80,28,432,0,662,28,34,193,1603,1303,550
"Jangsung",739,9888,4880,971,9264,28,32125,4571,3249,395,1630,2691,1636,5605,1110,51,29441,1001,12068,88108,18156,33495,381,432,193,260,4996,5,1080,1,1405,1746,2532,5582,81125,99635,81,1,28863,69818,389,376,1352,3371,56789,111,4676,5293,703672,22522,1489,1981,6763,1626,7297,1078,1227,53,558,1299,3597,21014,31488,3562,11,267,64436,2214,165334,60162,804,6308,2532,22,12063,1436,35,8,15317,5,18113,5675,1375,1814,316,15422,2982,1018,2220,24629,4539,23859,80399,32179,8970,63978,832,1943,1146,2181,99854,1852,770,1940,551,13,2998,26,1393,547,8012,428,35781,9221,327
"Jecheon",64274,42179,183591,3775,7584,0,184,17153,896,3523,1925,7070,34403,174241,162833,1446,155540,195,117224,114171,299,55071,107325,4173,9532,5298,144185,1,25713,13087,1286,3702,9310,5815,1429,210,6981,0,33,1228,3707,130,4293,38145,8157,17910,417,74338,16615,8646,10780,4857,2251,1116,19184,63,575,82,56982,51312,4404,54980,10702,1053,1,511,2642,101589,6258,12812,218,57820,1674,7890,1426,1218,4479,0,1018,23087,8147,3995,62055,6157,6635,91689,1736,525,12674,1594,1906,16530,734456,129724,249,1324,720,182095,702,22818,7101,1262572,33281,14129,8434,7995,65987,1,3320,938,238,165712,3551,48777,59925
"Jeongeup",270,5649,8103,2238,70,5,136,7070,58,777,3024,2109,750,12931,1510,67,63723,314,14493,245011,11201,36661,1183,964,52,83,10745,6,2228,2,1013,5545,8265,7627,174913,1696,148,1,13099,86382,529,689,7218,573,177,34,2969,7914,743832,14556,1630,1702,17694,2116,10470,437,3878,109,1257,1304,75,10489,97649,435,1,5993,159261,6111,103174,263586,8503,11571,3282,81,3916,8551,65,8,13079,5,39133,11195,1291,2626,785,10293,2688,2151,8785,28962,56,20576,59335,19075,3019,45918,442,1752,2499,3177,359914,4252,1067,2872,865,2,6907,1,1057,1721,1227,454,46249,10449,399
"Jeongju",1188,26687,14246,4137,323,9,565,127554,263,25047,78905,11352,6980,25827,4862,251,146625,1488,77017,803917,8287,172883,3075,1776,420,384,12553,5,4922,2,6717,11992,17553,119907,131484,2595,531,4,2041,405589,2354,8108,31539,2658,278,244,31065,15328,398811,228403,11783,7125,41811,61609,448006,536,26389,371,1845,3473,320,49335,110873,227460,4,32026,54824,10848,253888,53397,30882,21669,121033,524,6838,32016,245,8,73237,11,100372,14222,6148,14916,1477,48816,109276,50040,21036,146399,239,97175,210014,90430,4805,56790,2707,8063,20446,37146,109645,6783,2733,30151,2102,38,11482,7,10284,3997,2145,1778,218195,20139,1493
"Jinan",476,933,715,40,9,0,2,4817,8,920,1566,463,476,681,117,44,5163,50,14545,21551,132,5885,75,57,88,13,342,0,88,0,1986,4244,125,4976,3561,78,4,0,5,13862,842,1114,202,94,12,49,104,758,2611,744,1292,641,1186,405,10314,49,18092,280,48,103,11,1772,42426,1613,1,30477,1093,207,7270,28439,8244,580,5831,64,123,25047,3,0,2417,0,5668,132,353,2017,23,1765,3072,6196,308,4497,5,3302,9444,3195,170,195,499,459,3016,2410,112836,258,98,1082,43,17,224,0,823,15,78,178,7434,497,95
"Jincheon",3871,77199,562011,15762,4764,1,194,18647,1238,4343,1865,4851,5361,157691,5935,575,806647,346,30157,353936,1407,36802,17552,3600,152,4743,165650,0,7547,8,367,10650,6727,8077,4033,248,2706,0,58,2699,302,854,10945,8663,4307,120,1206,87824,40149,13816,6831,7492,7254,690,8916,90,2741,21,4704,4922,3423,260248,28737,3367,0,1263,7558,50975,14398,28474,664,23003,5406,3463,2112,3816,1192,3,1992,10,16181,18473,255319,3045,2386,356641,3880,2497,13763,3139,1208,13192,650838,178037,758,3100,2422,157574,2577,13640,15051,14150,5802,9506,2888,153,22564,1,3070,3991,317,11288,2266,63729,18070
"Jinju",4314,4649,14211,292,25,11,1580,447221,71,90143,268074,26964,6346,2686,1415,127,35990,92,125864,119725,8468,5105,1554,53,793,267,2879,6,936,2,66213,18415,4813,518506,1478,4233,1706,6,5670,6466,355,375857,11293,1880,183,542,4409,8085,86932,442485,19953,4025,3777,818986,1847395,35,131124,430,429,1809,21,21113,19354,1229,8,7701,2945,1709,4131,161503,6054,5212,478670,449,102,25343,710,0,25477,6,5106,532,25006,9747,220,12495,2661664,238841,2918,17198,44,4480,174943,21952,4581,75291,2860,33700,554474,93870,57924,3366,945,111228,489,138,2016,10,4511,107,2098,2245,6795,4009,3611
"Milyang",146,25,54,7,0,3,0,4657,5,18,306,110,500,67,42,275,138,2,2959,305,2,19,113,0,45,2,31,1,16,0,15,0,84,1501,1,1,74,0,0,9,19,0,513,18,0,22,0,91,22,73,920,617,3,12,137,0,3,2,6,33,0,64,13,0,1,0,0,70,2,23,2,17,58,1208,0,1,30,0,4,0,9,8,70,331,5,62,58,4,69,29,0,23,703,87,0,9,22,126,8,2241,16,83,37,7281,1,7,60,0,611,23,0,63,27,39,41
"Muan",122,29930,23750,504,41157,246,96687,586,11696,81,58,58232,204,1870,310,19,8131,3248,2471,21149,1694,31739,259,270,16,3684,1296,800,436,0,169,602,443,193,67139,397039,56,4,1305,63095,49,10,803,13021,208292,6,130,649,4323061,108,399,108,959,13,341,424140,141,4,213,307,19266,102880,2180,225,260,34,12996,975,2608,5651,170,1243,74,128,1586731,378,18,84234,1209,7,1231,816,34494,549,124,51459,59,86,1069,31026,22426,31400,429231,125762,752,1226,204,43451,52,474,10152,687,195,197,203,6,965,278,183,154,107577,104,7489,1653,2887
"Muju",117,3527,10827,150,176,3,32,10031,399,620,2956,23906,85,3081,643,19,41190,756,6095,573704,2323,3442,363,133,57,224,4322,1,478,2,1568,115721,164,11063,3881,244,45,1,41,5859,441,3836,216,1059,167,10,579,6788,36371,16437,372,190,3651,3761,18977,26,28305,99,285,430,31,17735,33202,228,0,110367,1278,1159,7993,34189,28806,3306,23457,40,350,31498,11,1,10544,4,5589,4321,16292,513,187,10106,12231,16143,434,20862,127,2638,104809,16080,2442,3541,72,19294,13665,919,151148,787,434,1521,206,3,1312,1,236,66,340,45,7205,2733,1613
