"","Andong","Ansan","Anseong","Boeun","Boryeong","Bosung","Buan","Busan","Buyeo","Changnyeong","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungdo","Chungju","Chungyang","Daegu","Daejeon","Damyang","Dangjin","Danyang","Donghae","Euisung","Euiwang","Eumsung","Gangjin","Gangneung","Gapyeong","Geochang","Geumsan","Gimcheon","Gimhae","Gimje","Gochang","Goesan","Goheung","Gokseong","Gongju","Goryeong","Gosung","Gumi","Gunpo","Gunsan","Gunwi","Gurye","Gwangjoo","Gwangju","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hamyang","Hapcheon","Hoengsung","Hongcheon","Hongsung","Hwaseong","Iksan","Imsil","Jangheung","Jangsu","Jangsung","Jecheon","Jeongeup","Jeongju","Jinan","Jincheon","Jinju","Milyang","Muan","Muju","Munkyeong","Naju","Namwon","Namyangju","Nonsan","Okchun","Osan","Pohang","Pyeongchang","Pyeongtaek","Sacheon","Sancheong","Sangju","Sejong","Seocheon","Seosan","Seoul","Siheung","Sunchang","Suncheon","Sungju","Suwon","Tongyeong","Ulsan","Wanju","Wonju","Yangpyeong","Yangsan","Yangyang","Yechun","Yeoju","Yeongam","Yeongchun","Yeongdong","Yeonggwang","Yeongju","Yesan","Yicheon","Yongin"
"Munkyeong",53,5319,7081,1212,84,0,3,13161,16,4914,1844,187,7598,27761,498,1065,785,7,75210,1528,67,1232,392,111,19,742,9819,0,484,2,551,18,8354,5890,18,6,18869,0,5,20,2943,30,27726,5155,32,14,38,12434,945,1062,9940,4121,23,260,15214,0,198,55,205,273,107,4834,102,2,0,10,37,2941,62,274,4,1537,758,3239,14,7,158,0,433,3,55,104,4648,8095,160,5829,711,135,104534,26,19,714,111069,16741,68,243,5285,23089,231,12598,79,719,10405,6916,224,2,9552,0,4417,536,10,59,75,7883,7906
"Naju",0,180,60,1,278,12,706,67,130,0,0,153,2,3,1,0,11,9,5,29,6,228,0,0,0,38,5,3,1,1,0,1,1,8,461,904,0,0,26,346,0,0,2,51,1107,0,1,1,502458,7,0,2,0,1,4,25712,0,0,0,1,270,580,9,0,0,0,16,1,12,15,3,1,2,0,82902,0,0,11962,3,0,6,1,86,0,1,345,2,1,0,51,138,221,2082,742,4,30,0,130,2,4,17,0,0,0,1,0,1,1,0,0,534,1,56,2,4
"Namwon",4085,2554,3836,202,71,5,6161,19837,23,4182,5511,2730,5412,1752,516,250,11362,122,101701,35683,56895,14175,857,83,1138,60,2367,2,374,3,36891,5273,3898,18405,211,19578,258,9,637,33397,6783,4243,6454,362,118,568,45119,2692,552004,154484,6998,4262,1875,5577,32414,355,68804,1802,222,394,40,6188,20478,39059,5,1865,12164,882,13826,71385,2196,2443,25785,366,821,12714,497,1,421703,1,6244,462,2490,12494,112,5177,12611,29501,2345,11167,43,7966,34478,10348,144596,48987,4125,3256,9333,12531,159958,782,334,5090,200,141,799,4,5256,43,4492,2540,17963,1872,338
"Namyangju",17,36,28,1,3,0,0,2,0,0,0,24,0,16,1239,0,19,0,19,25,0,2,25,19,1,0,22,0,57,0,0,2,1,1,1,1,4,1,0,0,1,0,2,1,3,0,1,97,7,3,5,1,1,0,7,1,0,0,926,3962,0,29,2,1,1,1,4,127,1,7,1,7,0,0,5,5,4,0,0,0,1,0,21,5,17,8,0,0,9,0,0,5,175,9,0,2,0,50,2,1,2,305,0,0,11,2,58,0,0,0,0,26,2,47,42
"Nonsan",121,4358,9193,3377,139,3,17,9641,76,969,2292,2169,5560,13522,2033,295,82917,248,36576,827529,2017,31257,1413,713,33,56,8365,0,2156,2,711,18635,13281,6671,14601,339,85,0,181,51335,544,1164,17135,453,116,11,4406,7575,79672,40754,5951,5781,68342,1225,9998,99,3490,70,1166,1516,134,8759,69281,14956,0,3245,16643,5550,35430,93494,5773,14564,4969,1476,1750,5620,64,3,6035,0,984,19011,1418,7170,459,6301,2964,3383,31286,27215,94,21499,51384,14573,779,8786,1225,1923,2682,8911,60592,3827,1108,3497,717,3,5028,0,4833,5588,385,815,70661,10827,469
"Okchun",178,10825,27070,583,1558,0,216,21144,3949,4380,1723,74915,12444,13850,2044,801,376990,3728,64082,1709535,339,9214,1410,1040,66,881,9669,0,2249,3,266,3612,43707,6796,2040,217,88,0,36,21545,674,447,34079,3705,2047,37,282,14482,17465,4533,17413,7089,13724,378,9032,67,1064,23,912,1684,77,30461,15630,768,0,659,8057,5256,10198,17431,237,20526,2555,3013,1473,11396,105,0,757,1,22724,89870,26671,10362,522,24916,1921,978,4577,87536,2530,8801,180580,28483,165,1860,3629,27137,2608,15495,6940,4376,1196,6905,569,4,4435,0,6984,81721,218,115,25608,10837,3407
"Osan",9685,51502,1144726,15262,8489,2,24521,29363,46900,5722,3296,1016097,7944,71413,1513,1334,271265,13856,80891,343494,153,29494,10450,5530,429,14687,137763,12,13936,2,1157,12516,21869,15517,6628,19434,4028,2,33,127346,1049,2135,59335,31655,111950,233,277,7190,5184,1577,20519,5769,7092,1056,28557,4796,6625,45,6605,2536,5538,508637,1515,433,2,3334,1381,33539,828,3085,243,181738,13037,5786,75287,10271,3023,103,1401,18,2106,16813,83286,10339,4352,187541,6768,5599,36559,41459,25760,16313,2573213,190145,67,451,3513,841513,7244,26618,1362,35669,1846,15697,4657,505,33959,4,6077,5440,12000,13718,10414,95272,182862
"Pohang",22258,18481,15299,5108,871,0,740,1468,2371,24785,814,40645,212660,17921,7086,23775,52576,1641,3280989,124538,4531,27492,7770,32,4645,708,13133,2,158,255,22348,1621,71162,699,1716,2634,21345,2,109,5911,40867,391,262468,4193,1574,3022,750,14787,63850,53513,447,11491,4496,7822,32827,46,5410,2148,1831,2078,54,28528,10442,633,1,1545,2878,7049,3223,18567,2185,7939,10915,30386,690,885,9073,0,12694,172,7183,11329,19126,1138176,446,19218,11047,3148,34267,12678,1187,7702,196768,37677,4154,5510,2779,33197,1062,937,25318,9841,11769,1321,68,1645,10070,1,552221,13594,1979,13707,14720,7464,10262
"Pyeongchang",2758,9457,13127,210,195,1,25,1745,67,354,165,1727,2157,790,3585,126,9265,19,11696,10210,78,643,1922,55024,443,1976,6890,0,419016,551,91,257,261,580,132,35,252,0,4,140,303,60,658,16453,195,661,68,21443,3473,851,683,358,188,49,2108,14,83,4,229805,946,112,13225,1200,119,0,46,250,4543,626,1360,24,2277,238,793,205,195,165,0,100,1438,371,221,6481,224,158803,2900,134,62,648,159,58,605,230579,34913,25,172,70,77087,96,1674,767,229575,6997,1619,56810,363,32678,0,230,43,44,3095,191,20804,36743
"Pyeongtaek",18105,831928,1249425,19442,297749,1,43947,53179,38720,12153,5948,753065,20800,187697,1327,1981,335065,11428,113403,321344,2200,1445380,27239,2387,649,53626,273811,16,4124,2,1440,17371,21984,20694,10916,28065,8015,0,604,103711,1411,2496,53529,90864,188133,761,1058,2088,86336,7115,32251,23041,5851,1203,47416,8562,7259,70,2149,1670,223545,1607814,6445,1857,1,3353,12407,84274,2442,11617,486,366156,12069,11465,105016,11354,6242,330,2173,11,8724,24406,160172,15569,1581,2386789,8067,6878,52053,35861,81866,760519,3054659,1845202,267,2716,7696,221836,7629,46299,5637,11542,1423,23269,1662,951,7378,5,14430,7389,16875,27895,222408,10340,13440
"Sacheon",4117,2951,8004,164,60,5,1461,303247,39,42483,140979,17324,7624,2062,970,80,20769,43,132750,74214,9510,3281,1373,49,972,207,2161,3,625,3,27166,10788,5396,311706,658,2373,1538,6,5031,3998,384,56242,11629,750,122,589,3665,5336,60628,369211,13051,4983,1407,358144,936308,18,39866,432,312,726,25,12622,9350,1064,7,3514,2839,1903,2397,119961,3289,2516,2099099,277,60,12645,677,2,11597,3,2845,354,12506,11079,147,8226,349185,171487,3221,7525,33,3317,87597,13035,1923,62571,3401,14432,124872,64380,29963,1767,629,59308,303,143,1241,7,4907,66,1275,2298,4010,2543,1834
"Sancheong",1275,3601,8331,102,16,2,1074,59547,33,5311,27748,13027,1572,1312,420,87,17969,50,38247,55049,3236,3567,363,19,293,157,1650,2,324,0,28714,17607,1260,68223,1353,1358,154,1,145,4538,2126,39562,2293,744,71,196,599,3932,25066,33699,2015,1436,788,24872,173893,15,63525,1065,129,379,7,10462,15465,655,3,7336,790,2024,1850,49335,5430,3172,190984,106,105,17436,143,1,25090,2,3263,256,9854,3593,78,7300,161736,87090,777,7214,19,1987,82897,10569,4210,4559,1339,12283,58349,13310,39508,729,346,12798,133,53,1300,1,1938,22,508,579,4203,2644,1268
"Sangju",680,33370,56353,107904,888,0,433,47566,3252,16803,6011,106334,43918,153320,2916,4387,317335,1418,485960,334523,733,4363,854,423,106,3790,52821,0,2325,24,2568,2525,56835,21274,2969,413,144120,1,54,5967,13784,198,220526,24367,5820,79,455,68637,16364,8127,29270,23116,15269,1492,50036,104,1161,480,1321,2208,344,49419,19941,911,0,192,1837,12511,7788,22583,244,14281,3646,11000,1744,498,126154,0,2487,10,30117,3817,54316,34213,855,48829,3804,785,312734,7668,1823,4830,678264,106271,631,1465,33563,135946,1215,40904,11947,4009,52151,23218,1227,25,53919,0,20153,4045,355,187,8836,43590,42806
"Sejong",113,7081,18809,2913,44331,2,13895,17044,137523,4023,2533,95951,6598,3220,493,1177,21322,82859,78842,1469607,1425,134586,581,236,37,406,2683,3,532,0,1094,60190,30021,7612,6651,7013,56,0,145,289476,866,1918,27866,1659,125637,31,3391,1397,74516,23799,14113,5001,12395,1280,20141,1702,6074,40,198,376,1584,30059,34739,7000,2,2598,9794,1563,10973,63876,1784,3587,15088,5593,27828,20308,56,33,3761,7,23545,76824,28242,11180,143,18631,6205,5559,7908,116480,86844,185827,162983,27076,794,6406,2591,32989,6683,16932,41230,1012,332,11632,240,3,1118,1,7870,17811,4025,270,575362,1899,2358
"Seocheon",17,18270,12067,619,331488,1,20291,243,46247,54,16,27078,834,1830,191,43,7735,7922,3999,97510,1037,38895,477,123,2,3610,1238,4,200,2,9,916,1898,58,7519,8366,39,0,581,64913,4,8,2962,8168,149197,5,20,263,25993,339,828,310,128,97,130,1846,10,1,205,121,56487,69620,14,2,2,4,5436,984,22,30,3,1113,30,131,17506,88,27,82,30,0,62,2152,10671,1052,52,55548,32,7,1858,83596,84591,59959,211888,71790,52,2721,182,16432,20,1317,19,416,95,74,97,1,356,2,645,934,3539,153,6113,544,994
"Seosan",1943,104381,84762,1634,293805,1,22751,21790,8982,3081,3923,8143,8058,26813,589,608,15873,2554,46758,308639,2676,341447,2589,975,40,38188,18425,2,2050,4,222,6270,16410,6691,8929,10813,943,1,1610,72730,437,685,34814,38594,230678,32,1481,659,88332,10899,16881,5440,2824,573,17123,3494,1144,13,876,654,97148,444033,9435,2668,3,256,11524,11604,3373,15729,534,13287,3049,4120,35000,2796,673,168,1220,6,20768,7086,12480,7229,670,659139,2480,1370,4554,159785,60991,137309,1082892,405412,403,8619,2268,55181,2832,34101,8325,3169,492,9774,622,125,2846,2,5128,2139,6429,4142,69122,3231,4921
"Seoul",274474,8227720,4514139,128145,518747,40,314007,363046,414241,70234,38329,4047702,81451,911093,13540,21152,2480110,120855,1118913,3224889,13458,1544768,166411,294183,8927,624492,1952623,140,585042,255,18907,129595,183577,155499,95021,235803,165030,27,4884,1094776,18592,30759,323433,2549592,1292170,6464,11198,7008543,395487,62417,218433,69202,77315,21591,363630,68119,96649,909,254740,21875,382698,8412439,64258,20467,29,36452,66018,531450,41355,106566,6157,696448,170092,88297,886251,112632,116807,1980,26567,1110,61341,172484,3349965,189497,224227,3808594,94114,78498,677355,365619,358831,1086473,110579,160109,3031,23358,47923,11722118,119726,322554,58983,1644274,5006,230278,75652,11185,1367851,71,84385,53044,150039,334186,489069,4167901,7579694
"Siheung",30087,5715852,243515,10959,42806,3,21483,58204,20272,11567,6709,260025,14772,102737,1119,2186,148942,5767,122397,173426,1479,221009,24648,48362,857,513071,216614,11,90869,13,1197,10537,18068,21785,6275,14188,18833,4,639,53904,1530,1852,46758,1818004,98603,829,483,3858,50507,3550,29397,16704,3294,942,43492,4285,5062,78,57198,3142,33116,1477115,2760,851,2,1985,6640,77950,1050,5208,274,65819,9265,11207,55428,7184,14364,228,1401,19,5130,12025,244828,23836,32371,483199,6174,4011,88380,17342,27591,119087,177601,6567,147,1814,7117,2597145,8319,44859,2445,246032,1131,26874,22457,1247,180751,4,16339,4351,9024,42716,48723,395385,1071314
"Sunchang",1457,504,380,40,215,7,2630,4034,34,1190,1309,180,2119,366,92,88,1861,29,28951,5634,29585,3017,144,11,285,10,382,1,87,1,6108,702,1004,3645,186,10876,23,1,857,7042,1492,732,2016,58,410,179,22984,421,596005,27077,2533,1765,303,1212,8362,125,8212,342,86,80,92,939,834,7524,3,254,8511,181,3442,3717,125,297,4313,99,609,2696,70,0,149940,1,795,138,114,4328,25,875,2084,5294,631,2078,71,1774,4569,1723,8174,7970,1174,158,2114,2220,3727,153,59,1964,33,48,200,1,1840,20,2661,703,3759,374,31
"Suncheon",1953,5946,2426,593,7273,887599,23260,66537,259,5193,20560,1803,2171,3897,837,26,20100,333,29391,54381,144336,36392,637,126,430,88,2200,336480,739,1,4568,1379,1828,57001,3145,40618,142,1358461,341957,84081,453,8497,3637,596,8306,198,67483,2945,2418255,961043,4512,1491,2612,92748,101171,344,3888,185,420,836,2628,11004,22195,18824,322498,177,56963,1489,46286,65940,143,3227,68936,73,278,4333,231,4,55359,3,10392,1367,958,6304,252,10404,67464,5118,1606,25820,2424,23830,44690,20166,6310,1961863,917,1381,25748,23290,120777,1272,539,12014,403,70,1424,771071,1548,72,25048,1296,45106,2512,250
"Sungju",820,5175,5853,2622,112,0,165,46107,404,43658,10258,14601,897,9048,296,239,15765,360,329365,25259,1410,2467,157,23,323,273,4514,0,288,1,23638,381,111406,31365,196,678,6857,0,35,1548,36216,166,34663,1425,288,296,191,4977,19983,6195,1633,4669,426,1755,71192,14,3819,2462,234,229,9,7175,2557,163,0,724,943,755,812,3028,598,2061,2851,224,192,221,4913,0,4467,3,1297,3783,6287,2711,76,6847,3496,1551,31611,2925,193,3845,50396,8182,1332,934,71763,8616,736,2268,6125,575,4074,4247,108,11,4279,1,4457,3845,252,557,3569,3411,2585
"Suwon",60256,1269924,1352227,26983,31050,10,47897,61264,89135,13316,6829,1231475,13180,244300,11118,4009,468331,26355,207203,642864,348,85657,46928,79730,2009,444745,499672,38,185312,55,2620,24001,44354,27554,12843,37844,40242,20,89,241385,3175,4119,80446,1669246,216163,1460,549,39674,11414,3131,42269,17049,13419,2633,62998,9369,16816,145,131398,26955,24479,1358129,2809,945,13,5666,2845,144542,1493,6294,399,173089,32054,16597,146732,20374,25697,215,3131,125,3155,26094,1070573,33682,82711,491378,15518,12273,139124,78901,52351,63708,12135801,2745200,119,939,8686,6119141,17823,55484,2731,574726,15865,40538,60234,2619,666502,19,15397,11059,23395,79041,32447,1525433,4245597
"Tongyeong",2782,4699,15937,332,40,3,2388,4804,78,6589,6270,30119,4030,2598,1477,36,40432,106,61276,132386,7133,5278,1390,37,502,401,2486,3,958,6,22905,18061,3736,6219,1566,3679,1261,5,5591,6923,479,2745637,8012,1699,171,308,2906,9897,85673,247245,1083,1220,1155,104755,58628,31,32898,769,359,866,52,26335,16449,1152,2,5076,1952,1551,4101,36005,5836,3910,880966,55,118,25798,578,1,16246,6,4576,627,23808,2271,201,13043,203774,104326,2273,14041,54,5692,203949,30642,3794,42304,1692,31058,840,4100,61031,2072,1209,1981,493,126,2664,15,1174,75,1766,1713,6837,4734,4109
"Ulsan",51952,30426,26317,7749,1035,3,1984,2483687,2933,11443,408421,86718,163426,28137,13247,55301,79084,2305,1230322,139358,5085,17256,33106,26,11955,2181,20813,3,493,343,26037,2636,66501,1382996,1528,3372,23529,5,4607,11109,9676,1427,194614,7639,2661,6300,1847,24539,60561,176933,689622,221715,2455,44899,93310,108,7007,2076,4478,5543,85,56922,21486,864,1,1865,2789,20502,5141,38412,2775,14597,101398,250023,1414,1587,9980,1,9070,193,9638,11705,39308,15745,1982,46020,64634,15276,36350,17170,2029,31782,298022,52463,2513,22324,2393,50302,1800,2699598,37463,21540,15896,2859705,527,3388,16289,10,308201,16746,2022,35481,21345,15454,18363
"Wanju",3549,16698,9908,2796,276,4,53,100653,158,8755,23203,5751,3287,15701,2833,585,90013,949,154709,433390,10187,109668,1793,1036,1073,238,8719,4,2565,1,8056,5775,7229,59982,86600,3611,215,15,870,258175,5552,12131,10831,1656,187,510,71102,10054,712499,512351,23082,7944,25585,15086,107866,811,61960,1460,1598,2327,210,30448,175422,518258,4,287517,98183,7341,366854,123076,132625,13201,54232,1008,12394,146959,97,6,182906,8,67114,6747,2864,24980,1049,30478,30017,40354,13021,98558,145,61571,131202,56271,5518,103555,4981,4121,34765,36161,188500,4094,1916,16587,1423,21,6305,5,10787,1641,3581,974,138420,11932,1028
"Wonju",67087,78067,91163,986,1409,0,162,17365,426,2648,1359,6227,17342,9067,882579,1701,43083,112,94255,41922,251,3589,129580,142713,11663,14452,48420,1,507968,25984,811,1349,1214,4829,641,174,1388,0,31,860,2106,185,2376,103525,1289,12167,359,201432,11909,3941,16757,4875,1861,462,18185,63,551,53,635293,361641,944,79023,5324,692,0,267,1208,912843,2986,6195,195,13145,3413,7527,894,989,694,0,652,33697,3198,2115,47648,8327,228290,21916,1631,486,3566,843,350,3030,1613493,239950,117,963,513,503127,942,22436,2945,965981,44799,14751,107481,6756,210643,1,3711,525,147,136901,1096,207586,323270
"Yangpyeong",13564,1253,19474,690,334,0,62,14600,127,4025,2048,1540,4245,83485,329,921,19013,36,50668,18854,94,555,14834,5625,583,321,144147,0,11392,24,408,596,5806,7012,332,55,16447,0,16,303,1479,86,14966,1538,328,755,224,789,4067,1510,10201,3138,474,206,15921,20,370,47,5172,195,185,4897,1831,399,0,202,618,24786,1066,2754,76,5178,910,4099,325,418,10390,0,294,61,985,951,3516,8286,5164,2434,599,295,47322,320,116,549,4675,1757,44,411,2883,15828,526,13413,1790,35854,6951,8497,1320,794,973834,0,4470,549,51,19531,207,21753,28711
"Yangsan",36453,7259,12611,2682,113,5,743,6524615,489,36668,548533,28902,112617,11519,5508,153328,28741,443,681981,55474,2739,4686,8464,618,10313,787,8978,2,685,157,13221,2487,26014,3207916,700,1507,9288,3,2173,3197,3981,865,107539,5108,556,6581,579,13364,36181,76934,648787,82561,1366,34341,126613,23,6484,766,1923,2969,21,16016,10312,396,0,1140,2249,9232,2482,30879,1154,4274,104226,822130,354,2318,4223,1,4894,88,4752,4233,14493,52286,1012,15130,58641,12314,17147,7437,196,5616,128993,19817,1266,11397,5332,22595,838,2898055,16640,8672,6763,1593024,727,1659,8306,3,154366,5636,1036,18148,6356,9087,8120
"Yangyang",2668,6181,11725,282,219,2,35,812,87,406,230,2284,2013,1033,1298,93,12125,31,10126,12886,40,611,1981,292915,318,1242,6084,0,811464,184,138,275,279,384,171,31,363,0,6,196,331,40,692,9141,281,441,108,10669,3534,1015,170,296,314,91,3413,15,123,7,54676,345,126,7866,1103,181,0,84,367,5131,601,1851,30,2282,405,598,237,200,170,0,151,500,568,336,5332,32,76884,2324,280,93,905,179,73,528,72407,20263,45,283,77,46890,212,503,1014,98642,1889,828,421359,377,18988,0,118,91,30,3239,164,16316,26058
"Yechun",38020,363,733,2,7,0,0,1815,0,591,215,31,11003,1385,1878,270,55,2,40016,37,26,77,7718,77,3493,46,479,0,738,173,117,0,14,630,0,5,7,0,0,1,459,5,53,301,1,3931,6,725,497,290,1678,1141,0,60,2072,1,47,16,516,1072,7,481,8,0,0,20,15,6338,0,21,6,143,120,825,4,5,3,0,74,257,1,1,423,1074,180,636,118,35,13,2,1,84,7436,1087,18,34,17,1489,42,2918,12,5115,588,1678,303,22,436,0,604,2,8,27941,10,297,499
"Yeoju",11202,70625,130625,2244,1268,1,221,16824,517,3657,2004,7246,4921,108346,38743,1105,87358,145,63835,82357,471,4428,10230,16441,434,17863,193019,0,41638,45,611,2290,6063,7406,1275,198,15687,1,37,1122,1593,281,20066,97732,1512,396,546,225727,17601,4574,12644,3668,1680,327,17773,85,922,69,29787,18385,950,88408,8155,1071,0,412,2289,36740,6725,13164,234,23024,1992,4820,1293,1242,8727,0,769,53,4531,3804,50136,8531,13103,19812,1227,776,43942,1069,432,3047,1462707,190174,163,1205,2876,637897,1316,16614,5430,171741,923093,11350,12170,499,450116,0,4177,814,197,16220,1009,275905,432030
"Yeongam",0,9,2,0,10,148326,18,18,2,2,0,2,0,2,0,0,2,1,3,4,2,5,0,0,0,1,0,603692,1,0,0,0,0,7,8,53,0,13,38,4,1,1,1,3,57,0,0,1,407,26,4,0,1,2,15,50,0,0,0,0,1,13,0,0,213299,0,6,2,3,8,0,0,7,0,258,1,0,4,5,0,0,1,2,1,0,8,8,0,0,1,4,1,121,5,0,742947,0,3,6,0,7,1,0,2,0,0,1,307,0,0,1,0,1,1,3
"Yeongchun",14344,11893,9545,2998,270,1,345,174441,1045,18416,1640,36324,241892,10853,2325,26280,29007,634,3999873,54488,2056,6335,3651,11,2801,477,7753,0,195,88,14709,728,44337,29668,835,1052,9101,1,40,3249,26144,178,153266,2382,817,2369,289,6980,27670,11039,147664,314294,1051,2568,28692,32,3478,1584,681,1077,15,17856,6170,427,0,681,1481,3538,1514,8782,847,3939,4791,77125,465,337,4162,0,5105,75,3910,7394,10271,476065,266,15353,5268,1605,18899,8541,547,6492,90311,19531,1676,1229,5490,14316,633,268439,10680,3968,5667,92055,172,877,5430,0,137367,7579,532,8607,13581,5390,4848
"Yeongdong",261,2761,7541,112,366,1,56,16424,1113,4680,1662,20104,15877,2369,369,1460,72749,800,109393,450237,36,3152,381,107,108,198,2578,0,450,1,137,2232,115257,9180,575,57,880,0,21,4497,1242,13,82350,643,666,38,22,4148,4099,391,16405,8382,2916,53,13026,20,44,32,167,315,29,10746,4780,86,1,47,630,991,1963,4414,19,4214,212,4800,320,88,694,0,48,0,6026,76345,10119,13513,109,9835,133,53,4838,18789,683,2322,56737,9690,35,105,4450,11113,87,19124,1854,497,577,9661,127,4,874,0,8866,46512,53,47,6688,1942,1656
"Yeonggwang",335,4474,3663,73,6968,7,35044,4587,2754,319,1059,8921,272,291,64,32,1301,621,5952,3752,11041,5163,28,48,41,596,182,2,73,0,746,99,283,3165,21196,103926,6,0,9301,11923,276,274,547,1611,48737,31,2261,145,49554,6721,1197,280,159,1224,5232,15429,644,39,38,46,3187,18954,520,591,2,18,8733,138,971,1920,66,211,1567,34,85819,237,8,293,4534,2,295,120,5335,1881,31,8368,1474,581,213,4699,3967,5796,74552,19561,2555,27388,191,6715,1137,1805,2637,118,37,1085,37,8,151,7,532,26,298,135,1294,281,451
"Yeongju",129136,15124,46004,54,1035,0,29,28648,126,7814,2633,2110,152220,86333,28586,3798,16388,30,466706,10863,656,4314,349275,515,29557,2110,36952,0,9619,3787,2637,200,245,8714,126,195,404,0,20,192,7626,116,731,18228,384,44724,168,29824,10964,7166,20088,17361,206,1243,31475,2,908,285,11449,14144,764,26394,1365,63,0,170,267,192705,344,1547,176,11474,2366,13657,81,33,35,1,2391,5372,697,91,22584,11906,3313,25621,2243,589,213,221,126,3996,321575,50076,559,967,650,71799,843,36473,866,142331,21200,24972,4001,31256,19362,0,7773,40,153,49730,823,17698,21850
"Yesan",427,51426,24447,3722,2419,1,3052,22008,23849,4855,2429,3307,7747,7856,301,828,18035,6290,59967,881936,789,231586,947,278,89,20524,5202,0,628,0,436,20698,18365,7273,3068,2165,243,0,120,274401,637,778,23672,21286,22486,72,2445,439,32097,16785,18114,8118,7519,708,17423,939,2780,38,370,372,1603,193627,15918,4465,1,486,4611,3543,5665,26385,902,2419,4148,5392,7434,6747,100,33,2085,2,64681,21346,6638,11874,209,200402,2581,2217,8295,509792,6240,51768,508316,163321,587,4424,3366,25671,2592,20693,13995,1172,209,9734,227,18,989,2,11449,5457,1128,1041,186799,1348,2007
"Yicheon",15093,156951,344596,5543,1916,0,438,31560,934,6651,2649,18169,15351,96640,28590,1743,315252,263,85819,176476,1686,4853,14198,22682,508,57346,257516,2,69269,29,625,5331,7594,13737,3046,469,14360,1,99,2843,1223,776,25225,199704,5588,569,1374,946575,46405,12708,13370,11757,6648,808,19043,144,2860,60,46364,20944,1458,226691,20789,2852,0,1497,10232,44075,11409,27911,598,80632,5291,7540,2929,3076,10474,2,2010,33,10184,13926,122612,9837,22472,32423,3986,2068,56011,3092,899,3562,4438204,374212,500,2938,3762,1231425,2998,22379,13830,228830,25974,19158,20576,584,281938,0,5529,2149,456,22780,1287,306328,787933
"Yongin",17439,519839,106659,2819,2065,0,3231,21136,6120,5247,2352,74604,6493,81676,29991,1255,102102,1806,66073,80792,94,7121,17434,38846,626,170713,187894,0,95814,28,331,2808,6952,10273,1002,2579,13802,0,16,16578,968,529,21360,697799,14802,557,112,72596,2189,841,14658,5249,1899,395,19149,652,1403,33,71727,36061,1440,538749,1178,204,1,560,362,45479,424,1424,82,21502,3413,5801,10132,1700,8441,10,285,49,703,3627,291694,9873,35290,56875,1821,1153,43827,5559,3463,4773,7860353,1117011,19,214,2623,4055869,2067,17865,836,342294,28367,13050,31670,757,427542,1,4806,1102,1593,23675,2009,799473,2033201
